Author_id,Author,ORCID,Works Count,Cited By Count,2-Year Mean Citedness,H-Index,i10-Index,Last Known Institution,Research Concepts
A5077798027,Cohen Aa,,3,2,0,1,0,Université de Sherbrooke,"Biology, Psychology, Ecology, Genetics, Biochemistry, Fecundity, Medicine, Zoology, Environmental health, Geology, Sociology, Demography, Paleontology, Chemistry, Sturnus, Population, Astronomy, Genetic code, Incubation, Mathematics, Multivariate analysis, Computer science, Physiology, Astrophysics, Open reading frame"
A5078338866,Kuan-Wen Chang,,3,63,0,3,2,Academia Sinica,"Computer science, Programming language, Queueing theory, Applied mathematics, Computer network, Mathematics, Statistics, Economy, Business, Queue, Economics, Marketing, Service (business), Queueing system, Crystallography, Genetic code, Biophysics, Ecology, Sensitivity (control systems), Electronic engineering, Layered queueing network, Nuclear magnetic resonance, Genetics, Exponential distribution, Biochemistry"
A5078800624,Lynn Allen-Hoffmann,,3,0,0,0,0,University of Wisconsin–Madison,"Genetics, Biochemistry, Biology, Chemistry, Medicine, In vitro, Genetic code, Dermatology, Stop codon, RNA, Computational biology, Cell culture, Ribosome, Pharmacology, Gene, Matrix metalloproteinase, Internal medicine, Pathology, Transfer RNA, Proinflammatory cytokine, Immunology, Amino acid, DNA, Inflammation, Keratinocyte"
A5079487972,Dong Liu,,3,2,0,1,0,Nantong University,"Computer science, Linguistics, Genetics, Biochemistry, Computational biology, Evolutionary biology, Biology, Gene, Philosophy, Chemistry, Programming language, Public administration, Economic history, Finance, Genetic code, Function (biology), Psychology, Political science, International economics, Quantum mechanics, Medicine, Foreign policy, Politics, Cell biology, History"
A5079853939,R. Heiner Schirmer,,3,15,0,2,0,Max Planck Institute for Medical Research,"Biology, Philosophy, Genetic code, Political science, Anthropology, Nucleic acid, Dimension (graph theory), Mathematics, Computer science, Genetics, Biochemistry, RNA, Computational biology, Medicine, Natural selection, Evolutionary biology, Selection (genetic algorithm), Nucleic acid sequence, History, Environmental health, Gene, Epistemology, Combinatorics, Machine learning, Geology"
A5080153944,Skliarova Sn,,3,1,0,1,0,N/A,"Genetics, Biochemistry, Biology, Chemistry, Amino acid, Oligopeptide, Nuclear magnetic resonance, Medicine, Physics, Internal medicine, Tripeptide, Immunology, Peptide, Immune system, Genetic code, Psychology, Computer science, Fracture (geology), Homologous chromosome, Computational biology, Evolutionary biology, Cell biology, Pharmacology, Homologous recombination, Gene"
A5080375651,Anna Masłowska-Górnicz,,3,40,5,3,2,Wageningen University & Research,"Genetics, Biochemistry, Biology, Chemistry, Toxicity, Toxicology, Bioinformatics, Computational biology, Medicine, Gene, Internal medicine, Organic chemistry, Bacterial genome size, Genetic code, Psychology, GC-content, Proteomics, Endocrine system, Gestation, Hormone, Codon usage bias, Pharmacology, Proteome, Environmental chemistry, Epistemology"
A5080468621,Maria F. Pires,,3,0,0,0,0,Science for Life Laboratory,"Genetic code, Genetics, Biochemistry, Computational biology, Biology, Gene, Chemistry, Amino acid, DNA, Stop codon, RNA, Transfer RNA, Aminoacyl tRNA synthetase, Plasmid, Computer science, Linguistics, Bioinformatics, Messenger RNA, Literature, Geology, Philosophy, Art, Translation (biology), Paleontology, Set (abstract data type)"
A5080499398,Hannah Do,https://orcid.org/0009-0000-5889-7437,3,5,0,1,0,The University of Texas at Austin,"Computational biology, Biology, Chemistry, Protein biosynthesis, Combinatorial chemistry, Recombinant DNA, Computer science, Genetics, Biochemistry, Bioinformatics, RNA, Modular design, Gene, Messenger RNA, Operating system, Translation (biology), Molecular biology, Transfer RNA, Organic chemistry, Synthetic biology, Programming language, In vitro, Amino acid, Translation system, Genetic code"
A5080691942,Asim Razzaq,,3,5,0.333333333,2,0,Muhammad Nawaz Shareef University of Agriculture,"Genetics, Biochemistry, Biology, CRISPR, Gene, Genome, Genome editing, Chemistry, Computer science, Computational biology, Genetic code, Ecology, Zinc finger, Transcription activator-like effector nuclease, Zinc finger nuclease, Effector, Botany, Bioinformatics, Medicine, Ornamental plant, Transcription factor, Cell biology, Recombinase, Cas9, Horticulture"
A5080886529,Jon Ellman,,3,225,0,2,2,"University of California, Berkeley","Genetics, Biochemistry, Biology, Chemistry, Medicine, Gene, Phenotype, Protein biosynthesis, Genetic code, Psychology, Stop codon, Linguistics, Melanocortin 4 receptor, Melanocortin 3 receptor, Nuclear magnetic resonance, Signal transduction, RNA, Hormone, Missense mutation, Microbiology, Cell biology, Nonsense mutation, Pharmacology, Messenger RNA, Drug resistance"
A5080915219,Portelli Ap,,3,1,0,1,0,N/A,"Genetic code, Genetics, Biochemistry, Biology, Gene, Chemistry, Amino acid, DNA, Stop codon, Mitochondrial DNA, Computer science, Physics, Genome, Geometry, Mitochondrion, Mathematics, Asymmetry, Nuclear magnetic resonance, Quantum mechanics, Computational biology, Stereochemistry, Codon usage bias, Cell biology, Homogeneous space, Messenger RNA"
A5081295180,Masaki Stanley Fujimoto,,3,2,0,1,0,N/A,"Computer science, Genetics, Biochemistry, Computational biology, Biology, Gene, Chemistry, Genome, Artificial intelligence, Amino acid, Genetic code, Clade, Phylogenomics, Evolutionary biology, Codon usage bias, Phylogenetics, History, Messenger RNA, Geology, Synonymous substitution, Translation (biology), Paleontology, Homology (biology), Archaeology, Phylogenetic tree"
A5081341268,Jing-Fa,,3,0,0,0,0,N/A,"Biochemistry, Biology, Chemistry, Nuclear magnetic resonance, Physics, Ligase ribozyme, Genetic code, Algorithm, Protein structure prediction, RNA editing, Acoustics, Mathematics, Computer science, Protein structure, Genetics, Quantum mechanics, RNA, Computational biology, Medicine, Ribozyme, Intron, Gene, Messenger RNA, Irradiation, Internal medicine"
A5081404114,Lynn M Ostersehlt,https://orcid.org/0000-0001-7132-9813,3,76,15,3,3,Max Planck Institute for Biophysical Chemistry,"Quantum mechanics, Fluorescence, Optics, Physics, Chemistry, Materials science, Biophysics, Genetics, Biochemistry, Biology, Nanotechnology, DNA, Bioorthogonal chemistry, Wavelength, Genetic code, Multiplexing, Combinatorial chemistry, Electronic engineering, Computer science, Optoelectronics, Biomolecule, Bioinformatics, RNA, Click chemistry, Computational biology"
A5081828305,Kalii Faustino,,3,0,0,0,0,University of San Diego,"Genetics, Biochemistry, Biology, Chemistry, Nuclear magnetic resonance, Gene, Physics, Organic chemistry, Enzyme, Dimer, Genetic code, Phosphorylation, Docking (animal), Veterinary medicine, RNA, Computational biology, Medicine, Cell biology, Cytosol, Messenger RNA, Binding site, Citrate synthase, Malate dehydrogenase, Translation (biology), Aminoacylation"
A5082092850,Visser Cm,,3,5,0,1,0,N/A,"Nuclear magnetic resonance, Genetics, Biochemistry, Biology, Gene, Physics, Organic chemistry, Enzyme, Chemistry, Cofactor, Genetic code, Electrode, Molecule, Flavin group, Computer science, Electrochemistry, Quantum mechanics, Reaction mechanism, RNA, Computational biology, Operating system, World Wide Web, Philosophy, Physical chemistry, Ionic liquid"
A5082276706,Jaromir Konecny,,3,61,0,3,3,Technical University of Munich,"Genetic code, Genetics, Biochemistry, RNA, Computational biology, Biology, Coding region, Gene, Chemistry, Amino acid, DNA, Nuclear magnetic resonance, Messenger RNA, Physics, Sociology, Nucleotide, Neutral theory of molecular evolution, Algorithm, Ecology, Coevolution, Mathematics, Social science, Computer science, Open reading frame, Protein secondary structure"
A5082873052,Angelia Szwed,,3,256,126,2,2,Johnson University,"Genetics, Biochemistry, Biology, Cell biology, Chemistry, Medicine, Internal medicine, Endocrinology, Genetic code, Phosphorylation, Psychology, Stop codon, Dorsal raphe nucleus, Serotonergic, Nuclear magnetic resonance, Metabolism, Signal transduction, Microinjection, RNA, Computational biology, Eukaryotic translation elongation factor 1 alpha 1, Protein kinase B, EF-Tu, PI3K/AKT/mTOR pathway, Ribosome"
A5083260535,Antônio Prudente,,3,0,0,0,0,N/A,"Medicine, Biology, Internal medicine, Genetics, Biochemistry, Physics, Chemistry, Gene, Receptor, Humanities, Mathematics, Computer science, Gene isoform, Computational biology, Cell biology, Philosophy, Surgery, Art, Molecular biology, Cell, Astronomy, Gene duplication, Survival analysis, Genetic code, Dermatology"
A5083733296,Tianyu Gao,,3,8,2.5,2,0,University of Nebraska–Lincoln,"Genetic code, Genetics, Biochemistry, Computational biology, Biology, Gene, Chemistry, Amino acid, DNA, Mutagenesis, Stop codon, Codon usage bias, Genome, Mutant, Mutation, Algorithm, Mathematics, Computer science, Nuclear magnetic resonance, Open reading frame, Decoding methods, Bioinformatics, RNA, Telecommunications, Messenger RNA"
A5084035067,Lawrence M. Schaefer,,3,84,0,2,1,Yale University,"Biology, Genetics, Shine-Dalgarno sequence, Biochemistry, RNA, Ribosome, Gene, Messenger RNA, Physics, Translation (biology), Transfer RNA, Start codon, Chemistry, Nucleotide, DNA, Sequence (biology), Base sequence, Astronomy, Protein biosynthesis, Land use, Geophysics, Genetic code, Psychology, Political science, Ecology"
A5085084120,Sebasthian Santiago,,3,29,0,1,1,Massachusetts Institute of Technology,"Nuclear magnetic resonance, Genetics, Biochemistry, Biology, Gene, Physics, Chemistry, Medicine, Cell biology, Protein aggregation, Organic chemistry, Enzyme, Protein folding, Proteostasis, Physical therapy, Directed evolution, Genetic code, Biophysics, Psychology, Mutagenesis, Ecology, Optogenetics, Heat shock factor, Hsp70, Cytosol"
A5085403003,Yulin Chen,https://orcid.org/0000-0001-6174-1580,3,15,0,2,0,Shaoxing University,"Genetics, Biochemistry, Biology, Chemistry, Computational biology, Cell biology, Gene, Protein biosynthesis, Genetic code, Function (biology), Ubiquitin, Translational regulation, Computer science, Nuclear magnetic resonance, Bioinformatics, RNA, Evolutionary biology, Cytosol, Proteome, Messenger RNA, Stress granule, Physics, Translation (biology), Molecular biology, Organic chemistry"
A5085635218,Lillian K. Campbell,,3,63,0,3,3,Augusta University,"Genetics, Biochemistry, Stereochemistry, Biology, Gene, Chemistry, DNA, Genetic code, Molecule, Quantum mechanics, Computational biology, Hydrogen bond, Physics, Organic chemistry, Base pair, Amino acid, Quark, Function (biology), Nambu–Jona-Lasinio model, Nucleic acid, Mathematics, Computer science, Base (topology), Fermion, Chiral symmetry breaking"
A5086518645,Andreas Hegelein,,3,61,0,2,2,Goethe University Frankfurt,"Genetics, Biochemistry, RNA, Biology, Gene, Chemistry, Biophysics, Amino acid, Protein biosynthesis, Genetic code, Computer science, Linguistics, Computational biology, Ribosome, Messenger RNA, Physics, Philosophy, Translation (biology), Molecular biology, Base pair, In vitro, DNA, Puromycin, Finance, Combinatorial chemistry"
A5086905454,Jo-Chu Tsou,,3,17,4,2,1,"Institute of Biological Chemistry, Academia Sinica","Genetics, Biochemistry, RNA, Biology, Gene, Transfer RNA, Chemistry, Amino acid, DNA, Genetic code, Nuclear magnetic resonance, Computational biology, Physics, Protein engineering, Organic chemistry, Enzyme, Bioorthogonal chemistry, Protein biosynthesis, Crystallography, Biophysics, Integrase, Ecology, Combinatorial chemistry, Mathematics, Computer science"
A5087550041,Asep Singgih,,3,0,0,0,0,Padjadjaran University,"Mathematics, Crystallography, Genetic code, Molecule, Computer science, Base (topology), Genetics, Biochemistry, Quantum mechanics, Dihedral group, Biology, Dihedral angle, Gene, Hydrogen bond, Combinatorics, Crystal structure, Physics, Mathematical analysis, Organic chemistry, Chemistry, Isomorphism (crystallography), Amino acid, DNA, Group (periodic table), Geometry"
A5087916357,Nigel S. Walker,,3,164,0,2,2,University of Oregon,"Computer science, Information retrieval, Mathematics, Domain (mathematical analysis), Linguistics, Genetics, Biochemistry, Computational biology, Biology, History, Gene, Mathematical analysis, Philosophy, Protein domain, Archaeology, Chemistry, Geography, Compendium, Phenome, Genetic code, Sequence database, Sequence alignment, Nuclear magnetic resonance, Bioinformatics, Protein Data Bank (RCSB PDB)"
A5088031048,Ryo Sekine,,3,135,0,3,2,Food Research Institute,"Genetics, Biochemistry, RNA, Stereochemistry, Biology, Gene, Transfer RNA, Chemistry, Amino acid, Nuclear magnetic resonance, Physics, Aminoacylation, Organic chemistry, Aminoacyl tRNA synthetase, Crystallography, Genetic code, Molecule, Mathematics, Active site, Protein structure, Quantum mechanics, Medicine, Hydrogen bond, Combinatorics, Mole"
A5088649498,Nancy A. Shipman,,3,362,0,3,3,University of Rochester,"Genetics, Biochemistry, Biology, Gene, Chemistry, Yeast, Stop codon, Amino acid, Astronomy, Genetic code, Ecology, Mitochondrial DNA, Computer science, Astrophysics, Nuclear magnetic resonance, Botany, Quantum mechanics, Missense mutation, Protein primary structure, Nonsense mutation, Messenger RNA, Operating system, Identification (biology), Physics, Phenotype"
A5088973649,Whyte B Bozegha,,3,0,0,0,0,N/A,"Mathematics, Computer science, Biology, Artificial intelligence, Set (abstract data type), Programming language, Code (set theory), Geometry, Perspective (graphical), Genetics, Computational biology, Art, Visual arts, Genetic code, Base (topology), Biochemistry, Bioinformatics, Theoretical computer science, Gene, Mathematical analysis, Chemistry, Amino acid, DNA, Data science"
A5089446764,Kyu Kwang Cho,,3,41,0,3,2,Korea Advanced Institute of Science and Technology,"Genetics, Biochemistry, Computational biology, Biology, Chemistry, Bioinformatics, Cell biology, Gene, Amino acid, Genetic code, Ubiquitin, Computer science, Nuclear magnetic resonance, High-throughput screening, Quantum mechanics, Telecommunications, Mechanism (biology), Posttranslational modification, Epistemology, Operating system, Acetylation, Physics, Engineering, Philosophy, Biotechnology"
A5089593821,von der Haar T,,3,1,1,1,0,University of Kent,"Genetics, Biochemistry, RNA, Biology, Gene, Messenger RNA, Translation (biology), Chemistry, Computational biology, Ribosome, Cell biology, Molecular biology, DNA, Protein biosynthesis, Eukaryotic translation, Genetic code, Phosphorylation, Function (biology), Ribosomal protein, Translational regulation, Computer science, Nuclear magnetic resonance, Bioinformatics, Signal transduction, Medicine"
A5089971664,Marina Royter,,3,183,0,3,3,Hamburg University of Technology,"Nuclear magnetic resonance, Genetics, Biochemistry, Biology, Physics, Organic chemistry, Enzyme, Chemistry, Catalysis, Amino acid, Lipase, Genetic code, Electrode, Combinatorial chemistry, Psychrophile, Thermophile, Electrochemistry, Bioinformatics, Quantum mechanics, Mesophile, Reaction mechanism, Computational biology, Cell biology, Gene, Geology"
A5090863524,Kevin LeShane,https://orcid.org/0000-0001-9345-9125,3,6,1,2,0,Lattice Semiconductor (United States),"Computer science, Genetics, Biochemistry, Computational biology, Biology, Codon usage bias, History, Gene, Messenger RNA, Geology, Genome, Paleontology, Archaeology, Start codon, Chemistry, Geography, Nucleotide, DNA, Context (archaeology), Base sequence, Genetic code, Geodesy, Acoustics, Cartography, Mechanical engineering"
